content,contentlink,actor,grade,peoplenum,instruct,picture
中央车站 / Central do Brasil / 千年等一天  /  Central Station,['https://movie.douban.com/subject/1292218/'],导演:WalterSalles   主演:FernandaMontenegro/MaríliaPêra/Viní...1998 / 巴西法国 / 剧情,['8.7'],['67468人评价'],['心灵救赎。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2239441575.jpg']
无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,['https://movie.douban.com/subject/6534248/'],导演:瑞奇·莫尔RichMoore   主演:简·林奇JaneLynch/约翰·C·赖利...2012 / 美国 / 喜剧动画冒险,['8.7'],['158646人评价'],['迪士尼和皮克斯拿错剧本的产物。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1735642656.jpg']
未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,['https://movie.douban.com/subject/1395091/'],导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...1997 / 日本 / 动画奇幻惊悚,['8.7'],['63033人评价'],['好的剧本是，就算你猜到了结局也猜不到全部。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1351050722.jpg']
荒蛮故事 / Relatos salvajes / 蛮荒故事  /  生命中最抓狂的小事(台),['https://movie.douban.com/subject/24750126/'],导演:DamiánSzifron   主演:里卡杜·达林RicardoDarín/艾丽卡·里瓦...2014 / 阿根廷西班牙 / 剧情喜剧犯罪,['8.7'],['88038人评价'],没有简介,['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2192834364.jpg']
大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线,['https://movie.douban.com/subject/1305725/'],导演:AlanParker   主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...2003 / 美国德国英国 / 剧情犯罪悬疑,['8.7'],['66685人评价'],['捍卫人权只是信仰，一点不妨碍其行为的残忍。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2186861098.jpg']
千钧一发 / Gattaca / 变种异煞  /  自然人,['https://movie.douban.com/subject/1300117/'],导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...1997 / 美国 / 剧情科幻,['8.7'],['63647人评价'],['一部能引人思考的科幻励志片。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2195672555.jpg']
跳出我天地 / Billy Elliot / 舞动人生  /  芭蕾之梦,['https://movie.douban.com/subject/1301169/'],导演:StephenDaldry   主演:JamieBell/JulieWalters/GaryLewis2000 / 英国法国 / 剧情儿童歌舞家庭,['8.7'],['52233人评价'],['家人的爱，是自己所能拥有的最大的财富。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p531278288.jpg']
西西里的美丽传说 / Malèna / 真爱伴我行(台)  /  玛莲娜,['https://movie.douban.com/subject/1292402/'],导演:朱塞佩·托纳多雷GiuseppeTornatore   主演:莫妮卡·贝鲁奇Monica...2000 / 意大利美国 / 剧情战争情色,['8.6'],['282945人评价'],['美丽无罪。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792400696.jpg']
重庆森林 / 重慶森林 / Chungking Express,['https://movie.douban.com/subject/1291999/'],导演:王家卫KarWaiWong   主演:林青霞BrigitteLin/金城武TakeshiK...1994 / 香港 / 剧情爱情,['8.6'],['259770人评价'],['寂寞没有期限。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2276728977.jpg']
禁闭岛 / Shutter Island / 不赦岛(港)  /  隔离岛(台),['https://movie.douban.com/subject/2334904/'],导演:MartinScorsese   主演:莱昂纳多·迪卡普里奥LeonardoDiCaprio/...2010 / 美国 / 剧情悬疑惊悚,['8.6'],['298833人评价'],['昔日翩翩少年，今日大腹便便。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1832875827.jpg']
致命ID / Identity / 杀人游戏  /  致命身份,['https://movie.douban.com/subject/1297192/'],导演:JamesMangold   主演:JohnCusack/RayLiotta/AmandaPeet2003 / 美国 / 剧情悬疑惊悚,['8.6'],['261357人评价'],['最不可能的那个人永远是最可能的。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453720880.jpg']
告白 / 自白  /  母亲,['https://movie.douban.com/subject/4268598/'],导演:中岛哲也TetsuyaNakashima   主演:松隆子TakakoMatsu/冈田将生...2010 / 日本 / 剧情惊悚,['8.6'],['281874人评价'],['没有一人完全善，也没有一人完全恶。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p689520756.jpg']
阿凡达 / Avatar / 天神下凡  /  化身,['https://movie.douban.com/subject/1652587/'],导演:詹姆斯·卡梅隆JamesCameron   主演:萨姆·沃辛顿SamWorthington...2009 / 美国英国 / 动作冒险奇幻科幻,['8.6'],['461591人评价'],['绝对意义上的美轮美奂。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1204213484.jpg']
猫鼠游戏 / Catch Me If You Can / 逍遥法外  /  神鬼交锋(台),['https://movie.douban.com/subject/1305487/'],导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:莱昂纳多·迪卡普里奥L...2002 / 美国加拿大 / 传记犯罪剧情,['8.6'],['174153人评价'],['骗子大师和执著警探的你追我跑故事。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453924541.jpg']
幸福终点站 / The Terminal / 机场客运站(港)  /  航站情缘(台),['https://movie.douban.com/subject/1292274/'],导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:汤姆·汉克斯TomHanks...2004 / 美国 / 喜剧剧情爱情,['8.6'],['196658人评价'],['有时候幸福需要等一等。 '],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p854757687.jpg']
电锯惊魂 / Saw / 夺魂锯  /  恐惧斗室,['https://movie.douban.com/subject/1417598/'],导演:詹姆斯·温JamesWan   主演:雷·沃纳尔LeighWhannell/加利·艾...2004 / 美国澳大利亚 / 犯罪悬疑惊悚,['8.6'],['169826人评价'],['真相就在眼前。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2163771304.jpg']
雨人 / Rain Man / 手足情未了  /  手足情深,['https://movie.douban.com/subject/1291870/'],导演:巴瑞·莱文森BarryLevinson   主演:达斯汀·霍夫曼DustinHoffman...1988 / 美国 / 剧情,['8.6'],['180327人评价'],['生活在自己的世界里，也可以让周围的人显得可笑和渺小。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p942376281.jpg']
岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,['https://movie.douban.com/subject/3792799/'],导演:罗启锐AlexLaw   主演:吴君如SandraNg/任达华SimonYam/钟绍...2010 / 香港中国大陆 / 剧情家庭,['8.6'],['264994人评价'],['岁月流逝，来日可追。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p517829051.jpg']
穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,['https://movie.douban.com/subject/1937946/'],导演:细田守MamoruHosoda   主演:仲里依纱RiisaNaka/石田卓也Takuya...2006 / 日本 / 剧情爱情科幻动画,['8.6'],['154467人评价'],['爱上未来的你。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2079334286.jpg']
"怪兽电力公司 / Monsters, Inc. / 怪兽公司(港)  /  怪物公司",['https://movie.douban.com/subject/1291579/'],导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman   主演:约...2001 / 美国 / 喜剧动画儿童奇幻,['8.6'],['196156人评价'],['不要给它起名字，起了名字就有感情了。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1805127697.jpg']
杀人回忆 / 살인의 추억 / 谋杀回忆  /  杀手回忆录,['https://movie.douban.com/subject/1300299/'],导演:奉俊昊Joon-hoBong   主演:宋康昊Kang-hoSong/金相庆Sang-kyun...2003 / 韩国 / 犯罪剧情悬疑惊悚,['8.6'],['159554人评价'],['关于连环杀人悬案的集体回忆。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p480225538.jpg']
人工智能 / Artificial Intelligence: AI / AI人工智慧,['https://movie.douban.com/subject/1302827/'],导演:StevenSpielberg   主演:HaleyJoelOsment/FrancesO'Connor/Sa...2001 / 美国 / 冒险剧情科幻,['8.6'],['162003人评价'],['对爱的执着，可以超越一切。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792257137.jpg']
撞车 / Crash / 冲击效应  /  冲撞,['https://movie.douban.com/subject/1388216/'],导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...2004 / 美国德国 / 犯罪剧情,['8.6'],['150548人评价'],['天使与魔鬼的冲撞。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2075132390.jpg']
海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波,['https://movie.douban.com/subject/3007773/'],导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...2009 / 英国德国法国 / 剧情喜剧音乐,['8.6'],['149513人评价'],['生命不止，摇滚不死。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p769608791.jpg']
可可西里 / Kekexili: Mountain Patrol,['https://movie.douban.com/subject/1308857/'],导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...2004 / 中国大陆香港 / 剧情,['8.6'],['109288人评价'],['坚硬的信仰。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1159398311.jpg']
哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) ,['https://movie.douban.com/subject/3011235/'],导演:大卫·叶茨DavidYates   主演:丹尼尔·雷德克里夫DanielRadcliffe...2011 / 美国英国 / 剧情悬疑奇幻冒险,['8.6'],['229498人评价'],['10年的完美句点。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p917846733.jpg']
荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台),['https://movie.douban.com/subject/1905462/'],导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...2007 / 美国 / 冒险传记剧情,['8.6'],['108369人评价'],['出门必备：本草纲目。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465687407.jpg']
7号房的礼物 / 7번방의 선물 / 戆爸的礼物(港)  /  7号囚房的礼物,['https://movie.douban.com/subject/10777687/'],导演:李焕庆Hwan-kyeongLee   主演:柳承龙Seung-yongRyoo/朴信惠Shi...2013 / 韩国 / 剧情喜剧家庭,['8.6'],['128928人评价'],['《我是山姆》的《美丽人生》。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1816276065.jpg']
燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru,['https://movie.douban.com/subject/1307793/'],导演:岩井俊二ShunjiIwai   主演:三上博史/恰拉/伊藤步1996 / 日本 / 犯罪剧情,['8.6'],['95068人评价'],['现实与童话交相辉映的旅程。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p532195562.jpg']
卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡,['https://movie.douban.com/subject/1296753/'],导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...1942 / 美国 / 剧情爱情战争,['8.6'],['104052人评价'],['与同名歌曲无关。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244791866.jpg']
叫我第一名 / Front of the Class / 开放有爱  /  站在教室前,['https://movie.douban.com/subject/4798888/'],导演:PeterWerner   主演:詹姆斯·沃克JamesWolk/特里特·威廉斯Trea...2008 / 美国 / 剧情传记,['8.6'],['91651人评价'],['乐观比一切都有力量。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p628364149.jpg']
时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港),['https://movie.douban.com/subject/10577869/'],导演:理查德·柯蒂斯RichardCurtis   主演:多姆纳尔·格利森DomhnallGl...2013 / 英国 / 剧情爱情奇幻,['8.6'],['146003人评价'],['把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2070153774.jpg']
心迷宫 / 殡棺  /  The Coffin in the Mountain,['https://movie.douban.com/subject/25917973/'],导演:忻钰坤YukunXin   主演:霍卫民WeiminHuo/王笑天XiaotianWang...2014 / 中国大陆 / 剧情犯罪悬疑,['8.6'],['103083人评价'],没有简介,['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2275298525.jpg']
非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯,['https://movie.douban.com/subject/1292214/'],导演:布莱恩·辛格BryanSinger   主演:KevinSpacey/StephenBaldwin/...1995 / 德国美国 / 剧情犯罪悬疑惊悚,['8.6'],['94529人评价'],['我不信仰上帝，但我敬畏上帝。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p470383576.jpg']
上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上),['https://movie.douban.com/subject/1297478/'],导演:JamieUys   主演:MariusWeyers/SandraPrinsloo/N!xau1980 / 博茨瓦纳南非 / 喜剧,['8.6'],['81362人评价'],['纯净原始的笑与感动。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173719647.jpg']
超能陆战队 / Big Hero 6 / 大英雄联盟(港)  /  大英雄天团(台),['https://movie.douban.com/subject/11026735/'],导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams   主演:斯科特...2014 / 美国 / 喜剧动作科幻动画冒险,['8.6'],['298611人评价'],没有简介,['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2224568669.jpg']
末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,['https://movie.douban.com/subject/1291992/'],导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏...1991 / 美国法国 / 犯罪剧情惊悚,['8.6'],['81809人评价'],['没有了退路，只好飞向自由。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p794583044.jpg']
蝴蝶 / Le Papillon / The Butterfly  /  蝴蝶,['https://movie.douban.com/subject/1292056/'],导演:菲利普·穆伊尔PhilippeMuyl   主演:米歇尔·塞罗MichelSerrault...2002 / 法国 / 剧情儿童喜剧,['8.6'],['84674人评价'],['我们长途跋涉寻找的东西，有可能一直就在身边。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1451436171.jpg']
达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台),['https://movie.douban.com/subject/1793929/'],导演:让-马克·瓦雷Jean-MarcVallée   主演:马修·麦康纳MatthewMcCon...2013 / 美国 / 剧情传记同性,['8.6'],['131910人评价'],['Jared Leto的腿比女人还美！'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2166160837.jpg']
巴黎淘气帮 / Le petit Nicolas / 小淘气尼古拉(台)  /  反斗小尼哥(港),['https://movie.douban.com/subject/3157605/'],导演:LaurentTirard   主演:马克西姆·戈达尔MaximeGodart/瓦莱丽·勒...2009 / 法国比利时 / 儿童喜剧家庭,['8.6'],['94041人评价'],['四百击的反面。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465446537.jpg']
牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,['https://movie.douban.com/subject/1292329/'],导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张...1991 / 台湾 / 剧情犯罪,['8.6'],['77793人评价'],['弱者送给弱者的一刀。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p848381236.jpg']
不一样的天空 / What's Eating Gilbert Grape / 恋恋情深  /  什么吞噬着吉尔伯特·格雷普,['https://movie.douban.com/subject/1301617/'],导演:莱塞·霍尔斯道姆LasseHallström   主演:约翰尼·德普JohnnyDe...1993 / 美国 / 剧情爱情家庭,['8.6'],['70051人评价'],['生命有裂缝，阳光才照得进来。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2175712032.jpg']
爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),['https://movie.douban.com/subject/25773932/'],导演:达米安·沙泽勒DamienChazelle   主演:迈尔斯·特勒MilesTeller/...2014 / 美国 / 剧情音乐,['8.6'],['174697人评价'],没有简介,['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2220776342.jpg']
我们俩 / Wo men lia  /  You and Me,['https://movie.douban.com/subject/1756073/'],导演:马俪文LiwenMa   主演:宫哲ZheGong/金雅琴YaqinJin/罗忠学...2005 / 中国大陆 / 剧情,['8.6'],['64115人评价'],['想外婆了，有没有？！'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173725381.jpg']
加勒比海盗 / Pirates of the Caribbean: The Curse of the Black Pearl / 加勒比海盗1：黑珍珠号的诅咒  /  神鬼奇航：鬼盗船魔咒(台),['https://movie.douban.com/subject/1298070/'],导演:戈尔·维宾斯基GoreVerbinski   主演:约翰尼·德普JohnnyDepp/...2003 / 美国 / 动作冒险奇幻,['8.5'],['281314人评价'],['约翰尼·德普的独角戏。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1596085504.jpg']
断背山 / Brokeback Mountain / 断臂山,['https://movie.douban.com/subject/1418834/'],导演:李安AngLee   主演:希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...2005 / 美国加拿大 / 剧情爱情同性家庭,['8.5'],['268925人评价'],['每个人心中都有一座断背山。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p513535588.jpg']
神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港),['https://movie.douban.com/subject/3287562/'],导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:...2010 / 美国 / 儿童喜剧动画,['8.5'],['314269人评价'],"[""Mr. I Don't Care其实也有Care的时候。""]",['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792776858.jpg']
真爱至上 / Love Actually / 爱是您，爱是我(台)  /  真的恋爱了(港),['https://movie.douban.com/subject/1292401/'],导演:理查德·柯蒂斯RichardCurtis   主演:休·格兰特HughGrant/柯林...2003 / 英国美国 / 喜剧剧情爱情,['8.5'],['266131人评价'],['爱，是个动词。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p475600770.jpg']
贫民窟的百万富翁 / Slumdog Millionaire / 贫民百万富翁(台)  /  一百万零一夜(港),['https://movie.douban.com/subject/2209573/'],导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan   主演:戴夫...2008 / 英国美国 / 剧情爱情,['8.5'],['351602人评价'],['上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p470476887.jpg']
记忆碎片 / Memento / 失忆  /  记忆拼图,['https://movie.douban.com/subject/1304447/'],导演:ChristopherNolan   主演:GuyPearce/Carrie-AnneMoss/JoePant...2000 / 美国 / 犯罪剧情悬疑惊悚,['8.5'],['233055人评价'],['一个针管引发的血案。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p641688453.jpg']
东邪西毒 / 東邪西毒 / Ashes of Time,['https://movie.douban.com/subject/1292328/'],导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...1994 / 香港台湾 / 剧情动作爱情武侠古装,['8.5'],['213304人评价'],['电影诗。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1982176012.jpg']
恋恋笔记本 / The Notebook / 深情日记  /  写我情真,['https://movie.douban.com/subject/1309163/'],导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/...2004 / 美国 / 剧情爱情,['8.5'],['229355人评价'],['爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p483604864.jpg']
倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story,['https://movie.douban.com/subject/1297447/'],导演:程小东Siu-TungChing   主演:张国荣LeslieCheung/王祖贤JoeyW...1987 / 香港 / 剧情爱情武侠古装,['8.5'],['201498人评价'],['两张绝世的脸。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2270088353.jpg']
猜火车 / Trainspotting / 迷幻列车  /  定位的火车,['https://movie.douban.com/subject/1292528/'],导演:丹尼·鲍尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/艾...1996 / 英国 / 犯罪剧情,['8.5'],['208861人评价'],['不可猜的青春迷笛。 '],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p453198997.jpg']
哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,['https://movie.douban.com/subject/1295038/'],导演:ChrisColumbus   主演:DanielRadcliffe/EmmaWatson/RupertGrint2001 / 美国英国 / 奇幻冒险,['8.5'],['195525人评价'],['童话世界的开端。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804947166.jpg']
黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),['https://movie.douban.com/subject/1978709/'],导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔丽·波曼NatalieP...2010 / 美国 / 剧情惊悚,['8.5'],['359088人评价'],['黑暗之美。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p719282906.jpg']
秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,['https://movie.douban.com/subject/2043546/'],导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...2007 / 日本 / 动画剧情爱情,['8.5'],['230947人评价'],['青春就是放弃和怀念。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p982896012.jpg']
朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),['https://movie.douban.com/subject/2213597/'],导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...2008 / 美国德国 / 剧情爱情,['8.5'],['243737人评价'],['当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 '],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1140984198.jpg']
战争之王 / Lord of War / 军火之王(台 / 港) ,['https://movie.douban.com/subject/1419936/'],导演:AndrewNiccol   主演:NicolasCage/EthanHawke/JaredLeto2005 / 美国法国 / 剧情犯罪,['8.5'],['148495人评价'],['做一颗让别人需要你的棋子。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453719066.jpg']
谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),['https://movie.douban.com/subject/1304102/'],导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...2002 / 美国德国捷克 / 动作悬疑冒险,['8.5'],['155098人评价'],['哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1597183981.jpg']
勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,['https://movie.douban.com/subject/1292728/'],导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...1996 / 美国 / 动作冒险,['8.5'],['120935人评价'],['类型片的极致。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1483586933.jpg']
谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),['https://movie.douban.com/subject/1308767/'],导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...2004 / 美国德国 / 动作悬疑冒险,['8.5'],['126859人评价'],['谁说王家卫镜头很晃？'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p667644866.jpg']
阿飞正传 / 阿飛正傳 / Days of Being Wild,['https://movie.douban.com/subject/1305690/'],导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...1990 / 香港 / 犯罪剧情爱情,['8.5'],['140632人评价'],['王家卫是一种风格，张国荣是一个代表。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p924558512.jpg']
这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,['https://movie.douban.com/subject/2300586/'],导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...2007 / 美国 / 剧情科幻,['8.5'],['141616人评价'],['科幻真正的魅力不是视觉效果能取代的。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p513303986.jpg']
E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,['https://movie.douban.com/subject/1294638/'],导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...1982 / 美国 / 剧情科幻奇幻冒险,['8.5'],['128121人评价'],['生病的E.T.皮肤的颜色就像柿子饼。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p984732992.jpg']
蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),['https://movie.douban.com/subject/3395373/'],导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...2012 / 美国英国 / 剧情动作科幻犯罪惊悚,['8.5'],['250317人评价'],['诺兰就是保证。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1706428744.jpg']
再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,['https://movie.douban.com/subject/6874403/'],导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...2013 / 美国 / 喜剧爱情音乐,['8.5'],['122941人评价'],['爱我就给我看你的播放列表。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2250287733.jpg']
终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,['https://movie.douban.com/subject/1291844/'],导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...1991 / 美国法国 / 动作科幻,['8.5'],['117516人评价'],['少见的超越首部的续集，动作片中的经典。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910909085.jpg']
被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台),['https://movie.douban.com/subject/6307447/'],导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...2012 / 美国 / 剧情动作西部冒险,['8.5'],['219939人评价'],['热血沸腾，那个低俗、性感的无耻混蛋又来了。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1959232369.jpg']
麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull,['https://movie.douban.com/subject/1302476/'],导演:袁建滔ToeYuen   主演:李晋纬/林海峰JanLamb/吴君如SandraNg2001 / 香港 / 剧情喜剧动画,['8.5'],['110926人评价'],['麦兜是一只很哲学的猪。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804938713.jpg']
遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),['https://movie.douban.com/subject/1867345/'],导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...2007 / 美国 / 冒险喜剧剧情,['8.5'],['101470人评价'],['用剩余不多的时间，去燃烧整个生命。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p708613284.jpg']
